second_max,Speed_mean,net_acc_max,net_gyro_max,roll_mean,yaw_mean,pitch_mean,No_of_Years_driving_exp,driver_rating,driver_age,car_age,gender
654.8,7.336751788386823,12.13599145328028,0.7149768088976998,37.3032463632557,21.39464155637041,-7.5777934631108845,15.0,3.58,48.8,18.8,1
907.0,9.298419561484497,12.19731237681677,1.3768463921571277,30.091602378919237,0.1616092977346703,-1.3861508610813658,16.1,3.1799998,50.1,22.6,1
1050.9,7.379458502943611,13.496245438311295,0.8717913258751221,11.267075850372162,12.207440480136997,1.1509655282455284,18.3,4.16,49.0,22.2,0
1059.9,9.854907023456466,13.968122088252894,0.6998920647168799,44.083339415369764,3.513214097254179,-1.008509090430501,12.5,3.48,45.3,26.2,0
768.7,5.995737251581113,12.062587823480229,0.9587826792005133,46.504784454460136,15.668310843912305,-0.40775750134645783,15.2,3.25,47.9,26.4,1
840.2,7.040502199898663,12.555198029249496,1.0973944172244086,76.28592762371613,33.31366822885061,1.4212494240020763,14.3,3.06,49.9,19.2,0
746.1,7.409780937520965,13.005311748233689,0.6589125891014241,-3.646506629796703,4.77833880580583,0.1509494018657731,18.4,3.33,47.5,23.9,1
1088.3,9.180903588217816,13.042654983441324,0.7148238829071546,40.27068279427034,24.36418250082541,1.042315716820926,16.3,3.3700001,49.2,22.6,0
826.9,8.936009948422988,13.515721409423975,1.0845657253963252,27.611766426273316,12.337538533204535,-1.2660797951685834,13.9,3.42,46.9,22.0,0
889.6,8.741991284288522,13.369760259600445,1.2445697858358988,61.65887454033449,9.293949198111505,2.630513029504443,16.4,3.7599998,49.0,27.2,1
864.9,8.682104525537719,13.320756493317072,0.9161012350877954,30.51978480532773,4.356337512925507,0.6530037126580905,15.5,3.48,50.7,18.4,1
1050.2,9.614858293119353,12.88630886996322,0.5785628276580419,18.099741399127847,17.655608863815416,2.4638040873800184,17.3,3.85,46.6,23.2,1
801.2,9.035337057018369,12.936143911463208,0.7881173970509543,8.020872077074687,-8.413052245792509,-0.17145730161947068,14.6,3.8,48.5,26.6,1
970.9,7.937299479456485,12.768712782707725,0.7351313745566261,23.90671802100235,11.132327961305402,7.517385322302351,14.0,3.22,49.5,24.0,0
1403.6,7.643150304790365,12.962493916842726,0.6809740015014574,51.31049686754371,11.912146411252314,1.4261827495197905,15.8,3.7599998,48.2,24.7,1
900.0,8.197534806158993,14.04551529780809,1.8125245764879652,64.32447489365268,18.688695656020116,-5.1764889738725595,13.9,3.67,48.2,21.5,0
797.6,9.495486590163088,13.070801975226525,0.7690158973484648,22.62641932857536,5.991493666217871,-0.9758917976390441,15.7,3.28,48.3,19.4,1
1013.2,9.590454303788249,12.41367110251237,1.1889333440611904,21.122159856878834,17.823661967015894,3.152160029286206,15.8,3.4599998,46.4,20.6,0
1042.4,9.080708528996013,13.323774315220984,1.1640984959832021,17.7938516182753,9.24149265945779,5.460911416585873,17.0,3.95,48.5,26.8,1
1423.4,8.58829964386192,14.367901626450342,1.0971665107463595,29.354918234044863,2.2622289766084127,-0.02264875896233427,15.5,3.77,46.5,24.7,0
913.0,7.57135775923237,13.351240626141788,1.2098307968132314,33.81843296080874,24.348922949881807,-0.6442643871242921,13.3,4.12,46.1,23.2,0
851.5,7.350171234007041,13.158305968248353,1.064102054961973,44.95079853179204,-1.423149209155283,-0.22696219311948534,15.4,3.1200001,45.4,28.0,0
1033.7,9.006918317454756,13.483519456956197,1.4325716875692027,28.27640675782689,17.886551147910502,0.723942881874245,15.2,3.52,46.4,20.3,0
820.8,9.71938346361224,13.040293369860768,0.9157726308091295,40.54261000952648,22.660996769050804,1.3977141233560337,15.8,3.5700002,50.0,17.5,1
650.5,8.483986660496793,13.493084797628677,0.5728760740411453,44.855042684529764,6.676934789591316,-1.1792696297818435,13.0,3.61,48.1,26.6,0
979.7,9.160104089489064,13.393518175151678,0.6620148557399986,29.40755015040145,9.119562703821908,3.542227932186877,15.7,3.39,47.4,27.2,0
842.1,7.4887700112793665,12.489357996352053,0.6681672082639296,17.090138799162837,0.513777931148303,0.462402523154288,14.9,3.6299999,48.3,23.1,1
806.9,8.997087713604959,13.383920431042275,2.810533901506777,33.86032802788193,15.78331497768452,1.7234631206189692,14.5,3.8400002,48.3,21.8,1
947.2,8.799700005699048,12.624975492431249,1.1270298805995855,46.49752708112912,3.6281765154601118,1.579355212303937,15.2,3.5900002,49.8,23.8,1
864.9,8.23179937894671,13.289725407562704,0.6311703403562385,44.74154383680445,16.249287136600692,0.2329799894470764,14.4,3.53,47.4,20.0,1
1166.2,9.371209444951434,13.184695053447607,0.6786760947624965,29.6835454505126,16.792478307000977,-1.5071946767557696,14.5,3.8,48.6,22.7,0
807.9,9.612189368339235,12.768493943143977,0.9253632855437177,53.293771161905944,13.520729902817845,0.5505731552049749,14.2,3.67,47.2,22.7,1
713.8,8.09432398572035,12.345518857858224,0.7224571328555471,41.82055617846628,23.23995844305841,0.298968218808488,15.7,3.53,48.5,22.9,0
859.9,9.315283770141344,12.420786030253996,0.757579652989925,60.45166236288706,5.8364563168171255,0.5296819045817738,13.6,3.7099998,48.8,24.5,1
1173.7,8.884287894716474,13.660387601531752,0.6979719307052582,58.90996170186155,0.6698554520352176,-0.04615368846733707,18.8,3.7400002,48.9,23.7,1
958.7,8.622353674425266,13.10810674131063,2.3742070385622567,48.00822742950623,-7.792633575908236,-0.2080123419882665,13.9,3.4900002,49.5,25.2,1
797.3,6.158928692684528,12.897609377574838,0.9726883376647961,66.66021986978427,4.995444879084312,1.2082301369431097,15.0,3.1,48.4,26.9,0
795.6,7.2100539756562965,13.234258185097058,0.5809993990605092,26.564400017375124,24.361516634875986,0.6158826943041622,16.6,2.8899999,48.4,24.1,0
772.7,8.8215274516183,12.559840260178287,1.0133798630618644,31.2341391472025,-0.9763091514729837,0.5307758259145149,15.9,3.8400002,48.8,21.0,0
750.4,10.19886098567984,12.493081791699046,1.4125488203017615,59.18941238452893,-2.030519885502277,1.7189784005013578,12.8,3.69,48.3,25.1,1
778.4,8.49047987378555,13.587501785087667,0.8145378021138683,34.0664355701399,15.191641683585203,4.509950480752406,17.1,3.89,46.6,23.7,0
1047.7,6.792922801566398,14.188283406562093,0.8600504082271592,12.463389052696563,12.137041463707163,0.9912216838412788,14.4,3.8700001,47.5,24.2,0
645.1,7.434734915968225,13.22766078113339,1.2812829548142757,13.57912365468726,6.560159544250988,2.1518564159203692,12.6,3.42,47.8,24.7,0
1010.4,9.677004335762346,12.36719228090277,2.2012025262424517,37.448378350604095,6.154524268500867,-1.7082935645550208,14.8,3.78,45.1,34.4,1
885.5,7.598353510722525,12.700249650533426,0.8702667277778738,25.258731597731717,6.604606420889306,0.5852544307126814,13.6,3.7099998,45.8,19.6,0
1011.5,6.7235927838819975,13.29252764044399,1.108287417449609,31.412277993773763,0.04508638416336126,-0.26273143352902073,10.2,3.27,46.3,23.2,0
1050.2,7.561712808610023,13.915183542225915,2.365660334639814,46.171778164013226,18.07438553546762,-0.1630120709289381,15.4,3.61,48.4,22.1,0
843.4,10.213866325356776,13.947877100915928,0.5637396439079237,42.61848754007896,13.633023231561605,2.2066649814389305,11.6,3.5099998,47.0,23.3,0
731.8,8.407396258952714,13.237013480335738,0.6500614939336234,60.23358771181357,26.585174879195286,0.15017391602552413,18.1,3.1,47.2,18.9,0
910.3,7.143400536880565,12.503644360565056,0.6665412171022693,61.295304912171886,21.729025794140743,-0.23543618450131434,16.4,3.64,48.4,29.9,0
771.6,6.169035057224589,12.903954143869953,1.077430298019459,51.64126091796252,6.337123298058186,-1.1179898982178524,12.7,3.81,48.4,23.9,0
684.4,9.481590960617243,12.42340887840741,1.333758971543611,61.68097848674948,28.68594733218247,-0.5016973091048341,14.0,3.3799999,47.4,21.6,1
1114.1,6.893221873850298,12.988430163779014,0.5969028592480885,41.02202665021726,17.29369704807008,0.3090338559799054,14.1,3.61,49.3,21.9,0
1003.5,7.072372340989975,13.474768112079477,1.6390763790334515,43.133839888249035,15.261772642679082,1.145306086085508,13.3,3.6299999,46.3,19.7,0
987.3,8.661831791816065,13.412742119870007,0.677894149461676,18.356664861831057,-10.526619143404629,1.1235942065885989,16.7,3.78,47.5,22.5,1
1030.3,7.945683530452515,13.349363334157772,1.1298556305791894,25.547421983428414,11.481388798473859,-0.7991482924489313,16.6,3.73,46.7,20.8,1
768.2,7.85920850804137,13.70162234914728,0.6889352628616463,43.15113639808951,20.156155200044797,0.8375630114443334,15.7,3.73,48.9,29.1,0
1088.9,8.078703937422254,13.829645025089684,1.0139952708335227,46.46849791737965,12.300453205534675,-1.1315257569312824,17.1,3.3700001,46.6,24.9,1
800.2,6.803818718812518,13.437187273766474,1.284634952203258,30.118582934866634,13.868697965077043,1.6598240283249588,17.1,3.3799999,48.9,20.4,1
981.8,9.493625340659415,13.500666665584012,1.1804361847976246,39.348030338217285,0.6756808632927637,3.2034464164672536,16.4,3.4399998,48.5,26.1,0
1067.5,9.635009546730917,13.746771732790311,0.9399325677689176,32.48762494252851,8.01479241241386,0.1917072352770362,13.4,3.22,48.3,24.2,0
910.6,9.648426025230771,12.713628608600766,0.6050104372165979,38.82726660763846,3.5748103455624003,-0.09128185846813819,15.9,4.08,50.0,21.9,1
870.3,8.579699724731956,12.982076849966694,0.580066316615217,54.72919509014506,6.13202559678844,10.00516078369494,13.1,3.1200001,48.4,20.7,0
518.1,7.210147104407902,11.985009170857897,0.5582688125001184,48.24937158903079,-5.460633165385838,1.277975704028308,16.5,3.48,48.8,24.5,1
1023.7,7.730420671261586,13.77510002008081,0.8534444163767722,37.13741656941579,7.005812215870725,1.071530740776404,15.5,3.6799998,46.5,18.3,1
643.6,8.338204234179752,13.419892730823102,2.100593290046745,30.43880361831568,11.194010704671602,3.6394708892832073,18.2,3.95,48.9,24.8,1
812.6,6.869861105668166,13.162194929952758,1.0177508083687683,21.86847743185337,6.119141956697612,4.597700377156732,13.3,3.7900002,46.4,22.0,1
864.8,7.541629512048684,12.016239709402807,0.7065204308821263,33.157346119707825,4.350184455903651,-0.09690141040094176,14.3,3.6200001,49.9,21.0,1
820.7,9.288957729051543,12.163644325578785,3.997503609981005,27.885594167688033,5.323141636079418,1.011576984139566,15.6,3.35,48.4,22.4,0
847.8,9.769398792124555,12.872689193870723,0.5657848612377425,41.86525700426463,15.653208439357837,-2.22230155628002,13.3,3.7900002,46.9,23.1,1
1173.0,8.453754372384656,13.10429715092549,0.8555633936282596,17.71796402545852,7.682420309267914,-1.852123132002981,10.6,3.97,46.9,22.5,0
1105.8,7.145496443761478,14.254306225830476,1.4360870842123354,18.234407735337257,-1.1582693314862056,-3.5092983672050364,16.6,3.4099998,47.8,19.2,0
900.6,8.65894565927885,12.995672237322216,0.7078999379020937,75.86679784651332,16.95929246557258,1.985344200710896,19.5,3.7900002,50.1,23.6,0
938.3,7.661234138631984,14.708960450204117,1.2787880653971688,42.12873449002753,6.320316523795392,1.936028036086854,13.1,3.83,48.0,20.7,0
862.3,9.297312300185734,12.452780012991834,0.6980456083681826,46.91227581548137,0.40475225517370567,0.18075207373170382,14.6,3.92,48.1,22.9,0
1014.6,10.015012746987912,12.850959973938126,0.711111051189532,18.613630785453864,-1.7831693204127936,2.0277279379134994,16.2,4.0,50.0,20.2,1
877.7,9.505612491096478,13.101283592417033,1.7147876572989964,39.50993026078156,13.806310908397695,1.7292534245702307,15.5,3.86,49.4,22.9,0
1080.4,8.349739272603466,13.487695945190865,1.2225451128918898,25.579764738531487,10.030957101583699,0.5566928349428553,12.6,3.09,48.9,24.4,1
1021.8,8.17387970998235,13.637759267968827,1.1047432571524443,18.055099652108574,-2.5635737990228487,0.02246366930537753,15.1,3.5900002,48.5,21.3,1
978.4,8.906524403445859,13.083496141766696,1.1688174209670092,14.689737923008057,8.867064764683523,8.934672679468035,15.2,3.3700001,46.1,22.7,0
948.5,10.651195798857927,12.595602454631521,0.844519702558064,49.995688550790156,21.637241985402937,-0.1483009269427223,11.0,3.53,48.5,27.1,1
831.9,10.166838946053595,13.077033569321634,0.6312478875874054,42.58968947301041,-3.8910527812379314,-0.870799743743649,14.8,3.15,48.2,22.6,1
1096.1,9.821302179410305,12.920870368146533,0.9870433825930409,43.892186896766944,16.9580727426741,-0.5485479891902005,15.0,3.7599998,48.5,20.8,0
1016.7,8.6038955650828,13.362782459594877,0.6835793917614217,30.69984234736389,1.071573684342134,-0.40010371759332497,16.3,3.5400002,48.5,19.8,0
1090.6,9.93795753839785,12.399816790228067,0.6890070377979172,60.51273620060048,17.485892917420806,0.9254342755991235,15.0,4.09,46.8,22.3,0
1158.9,8.886063038743725,14.172560449167017,0.6580845144418263,45.33150166728824,14.167026751562029,-1.900722760670091,17.2,3.97,46.6,23.8,0
823.4,7.594492923908765,13.398196178699513,1.2517597938545673,33.75132766309373,22.937304067977866,1.0840663777402235,9.3,3.1100001,48.0,25.7,1
775.8,9.661594004471981,14.624125671330003,1.0344584775486367,32.38652784335086,8.07710242520839,1.49013438841132,12.7,4.44,48.1,24.7,0
555.6,9.5230939028112,13.281144361796999,0.9182838087522434,10.119013535344237,9.52491836135802,0.8776811472178032,15.1,4.07,48.0,21.5,1
1162.0,10.313866286987217,12.529764239428674,0.8584296574199213,26.056674026666144,6.361828476389415,-0.3027271072899129,15.1,3.9299998,46.8,22.0,0
907.7,8.282270087569048,13.018522082365223,0.9557195762135953,36.703683933714494,15.129688520391607,5.9013690734320505,19.0,3.95,46.4,22.8,0
901.9,8.708469114296951,13.314427947659428,1.197075208909403,14.385190224624647,16.43091345578773,0.5258244795925955,14.4,3.6599998,48.8,23.0,1
1102.8,9.050772940010013,13.18290286512181,1.1103336014328575,40.96518790472686,5.6499875227936815,-2.209807007222752,15.6,3.39,49.5,24.7,0
827.7,8.586439232601794,12.431096766907821,0.5631688929739003,14.377406817119905,0.48022079574474075,-5.70381810978618,17.1,3.6600003,49.0,20.7,1
912.4,9.362692246261144,13.707095075348679,1.1673152895205123,37.18552663111275,24.718289905621663,-0.08328810583293,13.8,3.06,47.9,22.4,1
898.5,7.163283032573959,12.71552443005081,0.8769045695964929,25.89835700418944,3.65074403052213,1.502060985338074,14.7,3.39,47.0,27.8,0
722.6,5.827294035655709,12.273028703170803,0.6789489074850247,1.199978315666185,-4.7499106019612025,0.010481345558486321,13.4,3.7099998,47.6,26.9,0
1211.3,7.2271309849768315,14.477493949952612,1.473175373903444,22.798382523990618,11.90857568153767,-1.4773028570557267,13.5,3.28,48.5,20.7,0
901.9,8.477711278831862,13.092336687678833,0.799616928563305,47.70172435671328,21.54567244969902,1.4307963265895824,15.7,3.7099998,47.8,22.2,1
621.7,7.138420243971041,13.21522114464874,0.618245859328313,58.85101007068111,23.919508098826288,-1.2079165198625494,14.3,3.08,47.5,21.7,0
828.7,9.478502367375592,13.328799860363986,0.5961062731273515,44.12495929661584,10.73646503357655,0.2515349132379749,14.9,3.61,49.7,20.8,0
860.6,6.173602744089713,12.52741508835998,0.6426488603274285,57.65027044715678,10.586181803701631,1.2158702303910425,13.7,3.85,47.3,23.7,0
846.4,9.481735990591929,13.442134387315903,0.8258270722119694,42.60059290762863,12.978513499420098,-0.11156667598677945,14.5,3.0,46.9,23.6,0
1009.2,12.115039562201135,13.243626408937264,0.8518165122695736,28.494144383507347,2.182016402577196,-0.15476425928075535,14.3,3.72,48.5,22.0,1
697.0,6.968327638775331,13.390219597317444,0.6803168139221117,44.34431716287355,9.269160545170209,2.1408312428761938,14.5,3.23,48.0,32.7,1
917.3,8.28733091607471,13.146072363483459,2.131406778826809,25.617147925795713,18.831500167949695,2.4437856876994752,13.7,2.8799999,46.5,24.5,1
1006.1,6.961888367146592,13.623623345451097,0.801856254135029,63.60570155586686,7.899875126479995,1.1096811997965923,14.7,3.8400002,47.8,21.2,0
816.1,8.276653869721674,13.287940271257735,0.722046532281165,65.2602366279413,1.8100911566343973,0.5905344943074642,16.0,3.1799998,48.7,21.9,1
1025.1,6.487423511687321,13.38546227802282,0.7129886933261648,42.02511929430032,22.80703810883686,1.3449315748950277,14.2,3.92,47.7,18.9,0
876.5,8.22197411435483,14.805656241807318,1.2250909621696178,44.78960710199243,9.68937179851416,-0.4362818302805328,14.4,3.3400002,47.8,24.9,0
899.2,7.760858087829095,12.22587536244856,0.9836406198364083,58.52344703916164,24.56884893866436,-0.32645763001196154,13.9,3.86,48.8,27.6,1
807.8,8.78246126050844,12.103065957266761,0.7382877898291247,37.76647865618293,11.097866725325252,8.02104172966457,15.5,3.89,47.9,26.4,0
1018.5,10.204886609377962,13.789609341717997,1.0995272170077826,2.0872306205280893,6.208320900101381,0.19260609315385682,15.9,3.97,48.1,17.7,1
976.7,8.878871122425377,13.715356550182525,0.7903738631630131,57.56000275836722,6.659614532826095,-1.1462222678480507,14.9,3.1799998,46.8,27.6,0
914.4,7.7596066702075985,12.324889559149119,0.8370754465801552,58.48603079912391,29.712215842927513,0.9624784455870152,13.2,3.39,48.1,24.8,1
759.2,8.487821256258986,13.287386811709059,0.8550517574869605,61.33029931247647,14.544307923108443,1.536831530708758,16.8,4.08,47.5,19.6,1
851.5,8.37278748216401,13.079528326067456,0.8871387012996721,60.187506073216106,10.177551374312255,0.3547933217474205,11.0,3.56,49.1,21.5,1
867.5,8.73696853254681,12.64083080848916,0.7598506969777614,15.38312431278727,1.5882629876577794,0.2296447041507042,11.2,3.4900002,47.5,22.6,0
715.3,9.307890962235524,12.214390656214514,1.0368334422617387,45.65701936096591,22.82474799830029,-1.1922940347180737,16.1,3.4099998,49.7,23.8,1
993.5,10.1493572873305,12.735765315883022,0.6033062890804777,11.084841360046363,-0.5106251859124764,3.079636977455356,17.0,3.5,47.8,19.1,0
1010.1,5.453290214739913,14.219125649100443,1.2295986163124355,9.487220597956464,18.262707524561442,-0.8371911331215596,12.8,3.3,48.9,23.0,0
938.8,8.336751531581594,12.773051348959232,0.7513081250056494,66.57881023685624,32.340725013417725,0.23518125571755633,13.3,3.5900002,46.8,20.7,0
757.6,9.340174887338813,13.082272380486774,0.8605080133155625,0.49679577614476217,-4.978340592544926,1.361023817017497,16.0,3.45,46.4,23.1,1
898.3,7.452468707894245,13.062618852329383,0.7697550795105832,30.95738004289701,7.0014861757418085,-0.47685967713366856,19.1,3.45,46.7,25.4,0
1153.1,8.165279100664675,12.838204883864776,2.526499258766357,43.207463086455924,7.555871739832133,-0.2644593635233351,15.2,3.35,46.3,21.4,1
1083.9,8.437815515867255,13.234868653713974,0.901274910986437,11.93944246376655,11.680701662305784,0.7551383280909673,14.9,3.17,48.1,22.1,0
